material,LCstage,disposition,impactCategory,impactUnits,impactFactor
Yard Debris,Production,Combustion,Primary energy from non renewable resources (net cal. value),MJ,867.2085368
Yard Debris,Production,Combustion,Primary energy from renewable resources (gross cal. value),MJ,26.06031904
Yard Debris,Production,Combustion,Primary energy from renewable resources (net cal. value),MJ,26.06031904
Yard Debris,Production,Combustion,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,62.98765731
Yard Debris,Production,Combustion,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,630.6034522
Yard Debris,Production,Combustion,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.017525868
Yard Debris,Production,Combustion,Acidification,kg SO2 eq.,0.537708472
Yard Debris,Production,Combustion,Ecotoxicity (recommended),CTUe,2.033628458
Yard Debris,Production,Combustion,Eutrophication,kg N eq.,0.033586032
Yard Debris,Production,Combustion,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,62.97013145
Yard Debris,Production,Combustion,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,630.5859263
Yard Debris,Production,Combustion,Human Health Particulate Air,kg PM2.5 eq.,0.037600451
Yard Debris,Production,Combustion,"Human toxicity, cancer (recommended)",CTUh,3.94E-08
Yard Debris,Production,Combustion,"Human toxicity, non-canc. (recommended)",CTUh,3.62E-06
Yard Debris,Production,Combustion,Ozone Depletion Air,kg CFC 11 eq.,4.75E-09
Yard Debris,Production,Combustion,"Resources, Fossil fuels",MJ surplus energy,106.9636355
Yard Debris,Production,Combustion,Smog Air,kg O3 eq.,14.81447201
Yard Debris,Production,Combustion,Ecotoxicity (recommended and interim),CTUe,3213.808799
Yard Debris,Production,Combustion,Ecotoxicity (recommended only),CTUe,0.19463484
Yard Debris,Production,Combustion,"Human toxicity, cancer (recommended and interim)",CTUh,8.00E-06
Yard Debris,Production,Combustion,"Human toxicity, cancer (recommended only)",CTUh,2.54E-09
Yard Debris,Production,Combustion,"Human toxicity, non-canc. (recommended and interim)",CTUh,5.46E-06
Yard Debris,Production,Combustion,"Human toxicity, non-canc. (recommended only)",CTUh,1.15E-10
Yard Debris,Production,Combustion,high characterization factor for unspecified water,m3 world equiv.,112.6817629
Yard Debris,Production,Combustion,low characterization factor for unspecified water,m3 world equiv.,5.590523093
Yard Debris,Production,Combustion,OECD+BRIC average for unspecified water,m3 world equiv.,68.81432666
Yard Debris,Production,Combustion,Blue water consumption,kg,2012.041103
Yard Debris,Production,Combustion,Blue water use,kg,12189.45839
Yard Debris,Production,Combustion,Total freshwater consumption (including rainwater),kg,2070.575406
Yard Debris,Production,Combustion,Total freshwater use,kg,12319.03755
Yard Debris,Production,Combustion,high characterization factor for unspecified water,m3 equiv.,1.58600273
Yard Debris,Production,Combustion,low characterization factor for unspecified water,m3 equiv.,0.227338629
Yard Debris,Production,Combustion,OECD+BRIC average for unspecified water,m3 equiv.,0.694963639
Yard Debris,EOL,Landfilling,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,394.668481
Yard Debris,EOL,Landfilling,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,358.1466001
Yard Debris,EOL,Landfilling,Primary energy from non renewable resources (gross cal. value),MJ,461.1603103
Yard Debris,EOL,Landfilling,Primary energy from non renewable resources (net cal. value),MJ,424.6384294
Yard Debris,EOL,Landfilling,Primary energy from renewable resources (gross cal. value),MJ,-66.49182937
Yard Debris,EOL,Landfilling,Primary energy from renewable resources (net cal. value),MJ,-66.49182937
Yard Debris,EOL,Landfilling,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,279.6510112
Yard Debris,EOL,Landfilling,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,426.5587688
Yard Debris,EOL,Landfilling,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.024990786
Yard Debris,EOL,Landfilling,Acidification,kg SO2 eq.,3.028373323
Yard Debris,EOL,Landfilling,Ecotoxicity (recommended),CTUe,3.601142497
Yard Debris,EOL,Landfilling,Eutrophication,kg N eq.,1.583694395
Yard Debris,EOL,Landfilling,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,279.6260204
Yard Debris,EOL,Landfilling,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,426.5337781
Yard Debris,EOL,Landfilling,Human Health Particulate Air,kg PM2.5 eq.,0.153878115
Yard Debris,EOL,Landfilling,"Human toxicity, cancer (recommended)",CTUh,2.05E-07
Yard Debris,EOL,Landfilling,"Human toxicity, non-canc. (recommended)",CTUh,2.00E-05
Yard Debris,EOL,Landfilling,Ozone Depletion Air,kg CFC 11 eq.,-8.18E-10
Yard Debris,EOL,Landfilling,"Resources, Fossil fuels",MJ surplus energy,62.50044262
Yard Debris,EOL,Landfilling,Smog Air,kg O3 eq.,6.783977384
Yard Debris,EOL,Landfilling,Ecotoxicity (recommended and interim),CTUe,792.2963895
Yard Debris,EOL,Landfilling,Ecotoxicity (recommended only),CTUe,0.249391288
Yard Debris,EOL,Landfilling,"Human toxicity, cancer (recommended and interim)",CTUh,9.32E-07
Yard Debris,EOL,Landfilling,"Human toxicity, cancer (recommended only)",CTUh,3.11E-08
Yard Debris,EOL,Landfilling,"Human toxicity, non-canc. (recommended and interim)",CTUh,2.98E-05
Yard Debris,EOL,Landfilling,"Human toxicity, non-canc. (recommended only)",CTUh,1.86E-08
Yard Debris,EOL,Landfilling,high characterization factor for unspecified water,m3 world equiv.,-9.357550063
Yard Debris,EOL,Landfilling,low characterization factor for unspecified water,m3 world equiv.,-13.55594826
Yard Debris,EOL,Landfilling,OECD+BRIC average for unspecified water,m3 world equiv.,-11.07732646
Yard Debris,EOL,Landfilling,Blue water consumption,kg,-315.3042594
Yard Debris,EOL,Landfilling,Blue water use,kg,-69904.89785
Yard Debris,EOL,Landfilling,Total freshwater consumption (including rainwater),kg,-598.7855038
Yard Debris,EOL,Landfilling,Total freshwater use,kg,-68130.13346
Yard Debris,EOL,Landfilling,high characterization factor for unspecified water,m3 equiv.,-0.13962416
Yard Debris,EOL,Landfilling,low characterization factor for unspecified water,m3 equiv.,-0.192889142
Yard Debris,EOL,Landfilling,OECD+BRIC average for unspecified water,m3 equiv.,-0.1745564
Yard Debris,Production,Production,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,40233.99106
Yard Debris,Production,Production,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,37482.19494
Yard Debris,Production,Production,Primary energy from non renewable resources (gross cal. value),MJ,10905.02815
Yard Debris,Production,Production,Primary energy from non renewable resources (net cal. value),MJ,10259.56249
Yard Debris,Production,Production,Primary energy from renewable resources (gross cal. value),MJ,29328.96291
Yard Debris,Production,Production,Primary energy from renewable resources (net cal. value),MJ,27222.63245
Yard Debris,Production,Production,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,1661.35229
Yard Debris,Production,Production,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,278.5880298
Yard Debris,Production,Production,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.068003265
Yard Debris,Production,Production,Acidification,kg SO2 eq.,15.62044599
Yard Debris,Production,Production,Ecotoxicity (recommended),CTUe,12698.81685
Yard Debris,Production,Production,Eutrophication,kg N eq.,16.37648074
Yard Debris,Production,Production,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,1661.284286
Yard Debris,Production,Production,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,278.5200265
Yard Debris,Production,Production,Human Health Particulate Air,kg PM2.5 eq.,2.645130126
Yard Debris,Production,Production,"Human toxicity, cancer (recommended)",CTUh,5.90E-05
Yard Debris,Production,Production,"Human toxicity, non-canc. (recommended)",CTUh,-3.23E-05
Yard Debris,Production,Production,Ozone Depletion Air,kg CFC 11 eq.,8.90E-05
Yard Debris,Production,Production,"Resources, Fossil fuels",MJ surplus energy,990.3717394
Yard Debris,Production,Production,Smog Air,kg O3 eq.,85.90103898
Yard Debris,Production,Production,Ecotoxicity (recommended and interim),CTUe,4250294.873
Yard Debris,Production,Production,Ecotoxicity (recommended only),CTUe,767.9416787
Yard Debris,Production,Production,"Human toxicity, cancer (recommended and interim)",CTUh,6.80E-05
Yard Debris,Production,Production,"Human toxicity, cancer (recommended only)",CTUh,9.23E-06
Yard Debris,Production,Production,"Human toxicity, non-canc. (recommended and interim)",CTUh,7.32E-05
Yard Debris,Production,Production,"Human toxicity, non-canc. (recommended only)",CTUh,2.01E-06
Yard Debris,Production,Production,high characterization factor for unspecified water,m3 world equiv.,-5214.952055
Yard Debris,Production,Production,low characterization factor for unspecified water,m3 world equiv.,-141.8724041
Yard Debris,Production,Production,OECD+BRIC average for unspecified water,m3 world equiv.,-3136.882937
Yard Debris,Production,Production,Blue water consumption,kg,131944.2922
Yard Debris,Production,Production,Blue water use,kg,2464761.29
Yard Debris,Production,Production,Total freshwater consumption (including rainwater),kg,133979.8789
Yard Debris,Production,Production,Total freshwater use,kg,2466797.066
Yard Debris,Production,Production,high characterization factor for unspecified water,m3 equiv.,-73.30403172
Yard Debris,Production,Production,low characterization factor for unspecified water,m3 equiv.,-8.941986655
Yard Debris,Production,Production,OECD+BRIC average for unspecified water,m3 equiv.,-31.09411532
Plastic Film,EOL,Combustion,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,2482.589408
Plastic Film,EOL,Combustion,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,2313.947187
Plastic Film,EOL,Combustion,Primary energy from non renewable resources (gross cal. value),MJ,2109.671999
Plastic Film,EOL,Combustion,Primary energy from non renewable resources (net cal. value),MJ,1941.029779
Plastic Film,EOL,Combustion,Primary energy from renewable resources (gross cal. value),MJ,372.9174089
Plastic Film,EOL,Combustion,Primary energy from renewable resources (net cal. value),MJ,372.9174089
Plastic Film,EOL,Combustion,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,138.5456994
Plastic Film,EOL,Combustion,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,149.438748
Plastic Film,EOL,Combustion,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.101220807
Plastic Film,EOL,Combustion,Acidification,kg SO2 eq.,0.381104678
Plastic Film,EOL,Combustion,Ecotoxicity (recommended),CTUe,6.151056699
Plastic Film,EOL,Combustion,Eutrophication,kg N eq.,0.030589723
Plastic Film,EOL,Combustion,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,138.4444786
Plastic Film,EOL,Combustion,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,149.3375272
Plastic Film,EOL,Combustion,Human Health Particulate Air,kg PM2.5 eq.,0.230944121
Plastic Film,EOL,Combustion,"Human toxicity, cancer (recommended)",CTUh,1.51E-07
Plastic Film,EOL,Combustion,"Human toxicity, non-canc. (recommended)",CTUh,1.40E-05
Plastic Film,EOL,Combustion,Ozone Depletion Air,kg CFC 11 eq.,8.78E-09
Plastic Film,EOL,Combustion,"Resources, Fossil fuels",MJ surplus energy,220.3472392
Plastic Film,EOL,Combustion,Smog Air,kg O3 eq.,8.79524616
Plastic Film,EOL,Combustion,Ecotoxicity (recommended and interim),CTUe,3900.807905
Plastic Film,EOL,Combustion,Ecotoxicity (recommended only),CTUe,0.383277102
Plastic Film,EOL,Combustion,"Human toxicity, cancer (recommended and interim)",CTUh,1.45E-05
Plastic Film,EOL,Combustion,"Human toxicity, cancer (recommended only)",CTUh,5.58E-09
Plastic Film,EOL,Combustion,"Human toxicity, non-canc. (recommended and interim)",CTUh,2.12E-05
Plastic Film,EOL,Combustion,"Human toxicity, non-canc. (recommended only)",CTUh,1.97E-10
Plastic Film,EOL,Combustion,high characterization factor for unspecified water,m3 world equiv.,130.8253678
Plastic Film,EOL,Combustion,low characterization factor for unspecified water,m3 world equiv.,48.05821511
Plastic Film,EOL,Combustion,OECD+BRIC average for unspecified water,m3 world equiv.,96.92172879
Plastic Film,EOL,Combustion,Blue water consumption,kg,2872.749987
Plastic Film,EOL,Combustion,Blue water use,kg,281197.0186
Plastic Film,EOL,Combustion,Total freshwater consumption (including rainwater),kg,3183.861069
Plastic Film,EOL,Combustion,Total freshwater use,kg,282089.3899
Plastic Film,EOL,Combustion,high characterization factor for unspecified water,m3 equiv.,1.872514929
Plastic Film,EOL,Combustion,low characterization factor for unspecified water,m3 equiv.,0.822449964
Plastic Film,EOL,Combustion,OECD+BRIC average for unspecified water,m3 equiv.,1.183861324
Plastic Film,EOL,Landfilling,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,732.2974495
Plastic Film,EOL,Landfilling,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,680.4311394
Plastic Film,EOL,Landfilling,Primary energy from non renewable resources (gross cal. value),MJ,688.6626402
Plastic Film,EOL,Landfilling,Primary energy from non renewable resources (net cal. value),MJ,636.7963302
Plastic Film,EOL,Landfilling,Primary energy from renewable resources (gross cal. value),MJ,43.63480929
Plastic Film,EOL,Landfilling,Primary energy from renewable resources (net cal. value),MJ,43.63480929
Plastic Film,EOL,Landfilling,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,40.52220872
Plastic Film,EOL,Landfilling,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,39.7640939
Plastic Film,EOL,Landfilling,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.029445647
Plastic Film,EOL,Landfilling,Acidification,kg SO2 eq.,0.185538123
Plastic Film,EOL,Landfilling,Ecotoxicity (recommended),CTUe,3.494179452
Plastic Film,EOL,Landfilling,Eutrophication,kg N eq.,0.009416569
Plastic Film,EOL,Landfilling,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,40.49276307
Plastic Film,EOL,Landfilling,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,39.73464826
Plastic Film,EOL,Landfilling,Human Health Particulate Air,kg PM2.5 eq.,0.133330895
Plastic Film,EOL,Landfilling,"Human toxicity, cancer (recommended)",CTUh,1.73E-07
Plastic Film,EOL,Landfilling,"Human toxicity, non-canc. (recommended)",CTUh,1.97E-05
Plastic Film,EOL,Landfilling,Ozone Depletion Air,kg CFC 11 eq.,6.20E-10
Plastic Film,EOL,Landfilling,"Resources, Fossil fuels",MJ surplus energy,79.69702569
Plastic Film,EOL,Landfilling,Smog Air,kg O3 eq.,3.660878546
Plastic Film,EOL,Landfilling,Ecotoxicity (recommended and interim),CTUe,1034.942389
Plastic Film,EOL,Landfilling,Ecotoxicity (recommended only),CTUe,0.170312366
Plastic Film,EOL,Landfilling,"Human toxicity, cancer (recommended and interim)",CTUh,2.14E-06
Plastic Film,EOL,Landfilling,"Human toxicity, cancer (recommended only)",CTUh,7.25E-10
Plastic Film,EOL,Landfilling,"Human toxicity, non-canc. (recommended and interim)",CTUh,2.97E-05
Plastic Film,EOL,Landfilling,"Human toxicity, non-canc. (recommended only)",CTUh,5.28E-11
Plastic Film,EOL,Landfilling,high characterization factor for unspecified water,m3 world equiv.,2.778447062
Plastic Film,EOL,Landfilling,low characterization factor for unspecified water,m3 world equiv.,1.113406877
Plastic Film,EOL,Landfilling,OECD+BRIC average for unspecified water,m3 world equiv.,2.096402068
Plastic Film,EOL,Landfilling,Blue water consumption,kg,78.62329956
Plastic Film,EOL,Landfilling,Blue water use,kg,18626.95116
Plastic Film,EOL,Landfilling,Total freshwater consumption (including rainwater),kg,-176.3912247
Plastic Film,EOL,Landfilling,Total freshwater use,kg,20430.23678
Plastic Film,EOL,Landfilling,high characterization factor for unspecified water,m3 equiv.,0.04132702
Plastic Film,EOL,Landfilling,low characterization factor for unspecified water,m3 equiv.,0.020202693
Plastic Film,EOL,Landfilling,OECD+BRIC average for unspecified water,m3 equiv.,0.027473264
Plastic Film,EOL,Recycling,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,-2219.699669
Plastic Film,EOL,Recycling,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,-2087.587169
Plastic Film,EOL,Recycling,Primary energy from non renewable resources (gross cal. value),MJ,-2154.133244
Plastic Film,EOL,Recycling,Primary energy from non renewable resources (net cal. value),MJ,-2022.42904
Plastic Film,EOL,Recycling,Primary energy from renewable resources (gross cal. value),MJ,-65.56642502
Plastic Film,EOL,Recycling,Primary energy from renewable resources (net cal. value),MJ,-65.15812869
Plastic Film,EOL,Recycling,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,-155.7534364
Plastic Film,EOL,Recycling,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,-150.1660428
Plastic Film,EOL,Recycling,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,-0.071391719
Plastic Film,EOL,Recycling,Acidification,kg SO2 eq.,-0.844900569
Plastic Film,EOL,Recycling,Ecotoxicity (recommended),CTUe,-73.75666764
Plastic Film,EOL,Recycling,Eutrophication,kg N eq.,-0.07082138
Plastic Film,EOL,Recycling,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,-155.6820447
Plastic Film,EOL,Recycling,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,-150.0946511
Plastic Film,EOL,Recycling,Human Health Particulate Air,kg PM2.5 eq.,-4.117517809
Plastic Film,EOL,Recycling,"Human toxicity, cancer (recommended)",CTUh,-2.09E-07
Plastic Film,EOL,Recycling,"Human toxicity, non-canc. (recommended)",CTUh,0.000109384
Plastic Film,EOL,Recycling,Ozone Depletion Air,kg CFC 11 eq.,-9.63E-07
Plastic Film,EOL,Recycling,"Resources, Fossil fuels",MJ surplus energy,-137.0894116
Plastic Film,EOL,Recycling,Smog Air,kg O3 eq.,-11.43873859
Plastic Film,EOL,Recycling,Ecotoxicity (recommended and interim),CTUe,-68836.14432
Plastic Film,EOL,Recycling,Ecotoxicity (recommended only),CTUe,-0.256360913
Plastic Film,EOL,Recycling,"Human toxicity, cancer (recommended and interim)",CTUh,-6.62E-06
Plastic Film,EOL,Recycling,"Human toxicity, cancer (recommended only)",CTUh,-3.85E-10
Plastic Film,EOL,Recycling,"Human toxicity, non-canc. (recommended and interim)",CTUh,0.000213804
Plastic Film,EOL,Recycling,"Human toxicity, non-canc. (recommended only)",CTUh,1.04E-09
Plastic Film,EOL,Recycling,high characterization factor for unspecified water,m3 world equiv.,-3.150674315
Plastic Film,EOL,Recycling,low characterization factor for unspecified water,m3 world equiv.,-1.934626356
Plastic Film,EOL,Recycling,OECD+BRIC average for unspecified water,m3 world equiv.,-2.652548549
Plastic Film,EOL,Recycling,Blue water consumption,kg,-694.657359
Plastic Film,EOL,Recycling,Blue water use,kg,-68428.9116
Plastic Film,EOL,Recycling,Total freshwater consumption (including rainwater),kg,-1122.342833
Plastic Film,EOL,Recycling,Total freshwater use,kg,-68724.77996
Plastic Film,EOL,Recycling,high characterization factor for unspecified water,m3 equiv.,-0.048000524
Plastic Film,EOL,Recycling,low characterization factor for unspecified water,m3 equiv.,-0.032572552
Plastic Film,EOL,Recycling,OECD+BRIC average for unspecified water,m3 equiv.,-0.037882552
Plastic Film,Production,Production,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,14716.83976
Plastic Film,Production,Production,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,13716.03497
Plastic Film,Production,Production,Primary energy from non renewable resources (gross cal. value),MJ,13003.31989
Plastic Film,Production,Production,Primary energy from non renewable resources (net cal. value),MJ,12114.06742
Plastic Film,Production,Production,Primary energy from renewable resources (gross cal. value),MJ,1713.519875
Plastic Film,Production,Production,Primary energy from renewable resources (net cal. value),MJ,1601.967541
Plastic Film,Production,Production,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,951.1398113
Plastic Film,Production,Production,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,891.2260271
Plastic Film,Production,Production,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0
Plastic Film,Production,Production,Acidification,kg SO2 eq.,7.824348614
Plastic Film,Production,Production,Ecotoxicity (recommended),CTUe,3665.256477
Plastic Film,Production,Production,Eutrophication,kg N eq.,1.758919528
Plastic Film,Production,Production,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,951.1398113
Plastic Film,Production,Production,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,891.2260271
Plastic Film,Production,Production,Human Health Particulate Air,kg PM2.5 eq.,1.375933952
Plastic Film,Production,Production,"Human toxicity, cancer (recommended)",CTUh,3.41E-05
Plastic Film,Production,Production,"Human toxicity, non-canc. (recommended)",CTUh,0.000217074
Plastic Film,Production,Production,Ozone Depletion Air,kg CFC 11 eq.,0.000116206
Plastic Film,Production,Production,"Resources, Fossil fuels",MJ surplus energy,1422.528657
Plastic Film,Production,Production,Smog Air,kg O3 eq.,76.14112749
Plastic Film,Production,Production,Ecotoxicity (recommended and interim),CTUe,14139283.07
Plastic Film,Production,Production,Ecotoxicity (recommended only),CTUe,4.537920708
Plastic Film,Production,Production,"Human toxicity, cancer (recommended and interim)",CTUh,3.47E-05
Plastic Film,Production,Production,"Human toxicity, cancer (recommended only)",CTUh,5.62E-08
Plastic Film,Production,Production,"Human toxicity, non-canc. (recommended and interim)",CTUh,0.000169655
Plastic Film,Production,Production,"Human toxicity, non-canc. (recommended only)",CTUh,3.35E-08
Plastic Film,Production,Production,high characterization factor for unspecified water,m3 world equiv.,-1199.94693
Plastic Film,Production,Production,low characterization factor for unspecified water,m3 world equiv.,-36.45555917
Plastic Film,Production,Production,OECD+BRIC average for unspecified water,m3 world equiv.,-723.3497439
Plastic Film,Production,Production,Blue water consumption,kg,6764.870344
Plastic Film,Production,Production,Blue water use,kg,1874632.389
Plastic Film,Production,Production,Total freshwater consumption (including rainwater),kg,6764.870344
Plastic Film,Production,Production,Total freshwater use,kg,1874632.389
Plastic Film,Production,Production,high characterization factor for unspecified water,m3 equiv.,-16.8699295
Plastic Film,Production,Production,low characterization factor for unspecified water,m3 equiv.,-2.108741188
Plastic Film,Production,Production,OECD+BRIC average for unspecified water,m3 equiv.,-7.189246981
Wood Waste,Production,Composting,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,-4005.405776
Wood Waste,Production,Composting,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,-3963.416211
Wood Waste,Production,Composting,Primary energy from non renewable resources (gross cal. value),MJ,-710.179086
Wood Waste,Production,Composting,Primary energy from non renewable resources (net cal. value),MJ,-668.1895203
Wood Waste,Production,Composting,Primary energy from renewable resources (gross cal. value),MJ,-3295.22669
Wood Waste,Production,Composting,Primary energy from renewable resources (net cal. value),MJ,-3295.22669
Wood Waste,Production,Composting,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,-89.15382628
Wood Waste,Production,Composting,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,533.7869477
Wood Waste,Production,Composting,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.016230338
Wood Waste,Production,Composting,Acidification,kg SO2 eq.,0.263085144
Wood Waste,Production,Composting,Ecotoxicity (recommended),CTUe,2135.663861
Wood Waste,Production,Composting,Eutrophication,kg N eq.,0.013730616
Wood Waste,Production,Composting,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,-89.17005661
Wood Waste,Production,Composting,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,533.7707173
Wood Waste,Production,Composting,Human Health Particulate Air,kg PM2.5 eq.,-0.110306629
Wood Waste,Production,Composting,"Human toxicity, cancer (recommended)",CTUh,6.28E-07
Wood Waste,Production,Composting,"Human toxicity, non-canc. (recommended)",CTUh,0.001769581
Wood Waste,Production,Composting,Ozone Depletion Air,kg CFC 11 eq.,-1.62E-10
Wood Waste,Production,Composting,"Resources, Fossil fuels",MJ surplus energy,-28.96162547
Wood Waste,Production,Composting,Smog Air,kg O3 eq.,-0.809296238
Wood Waste,Production,Composting,Ecotoxicity (recommended and interim),CTUe,7417818.164
Wood Waste,Production,Composting,Ecotoxicity (recommended only),CTUe,-0.076482896
Wood Waste,Production,Composting,"Human toxicity, cancer (recommended and interim)",CTUh,1.18E-06
Wood Waste,Production,Composting,"Human toxicity, cancer (recommended only)",CTUh,-5.96E-09
Wood Waste,Production,Composting,"Human toxicity, non-canc. (recommended and interim)",CTUh,0.000977914
Wood Waste,Production,Composting,"Human toxicity, non-canc. (recommended only)",CTUh,-1.45E-10
Wood Waste,Production,Composting,high characterization factor for unspecified water,m3 world equiv.,14.70540161
Wood Waste,Production,Composting,low characterization factor for unspecified water,m3 world equiv.,0.140885749
Wood Waste,Production,Composting,OECD+BRIC average for unspecified water,m3 world equiv.,8.739386367
Wood Waste,Production,Composting,Blue water consumption,kg,106.7477306
Wood Waste,Production,Composting,Blue water use,kg,-569161.6959
Wood Waste,Production,Composting,Total freshwater consumption (including rainwater),kg,-545.181372
Wood Waste,Production,Composting,Total freshwater use,kg,-569813.9863
Wood Waste,Production,Composting,high characterization factor for unspecified water,m3 equiv.,0.193157289
Wood Waste,Production,Composting,low characterization factor for unspecified water,m3 equiv.,0.008377611
Wood Waste,Production,Composting,OECD+BRIC average for unspecified water,m3 equiv.,0.071975081
Wood Waste,Production,Combustion,Primary energy demand from ren. and non ren. resources (gross cal. value),MJ,974.5911339
Wood Waste,Production,Combustion,Primary energy demand from ren. and non ren. resources (net cal. value),MJ,893.2688559
Wood Waste,Production,Combustion,Primary energy from non renewable resources (gross cal. value),MJ,948.5308148
Wood Waste,Production,Combustion,Primary energy from non renewable resources (net cal. value),MJ,867.2085368
Wood Waste,Production,Combustion,Primary energy from renewable resources (gross cal. value),MJ,26.06031904
Wood Waste,Production,Combustion,Primary energy from renewable resources (net cal. value),MJ,26.06031904
Wood Waste,Production,Combustion,"Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,62.98765731
Wood Waste,Production,Combustion,"Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight",kg CO2 eq.,630.6034522
Wood Waste,Production,Combustion,"Global Warming Air, LUC only, no norm/weight",kg CO2 eq.,0.017525868
Wood Waste,Production,Combustion,Acidification,kg SO2 eq.,0.537708472
Wood Waste,Production,Combustion,Ecotoxicity (recommended),CTUe,2.033628458
Wood Waste,Production,Combustion,Eutrophication,kg N eq.,0.033586032
Wood Waste,Production,Combustion,"Global Warming Air, excl. biogenic carbon",kg CO2 eq.,62.97013145
Wood Waste,Production,Combustion,"Global Warming Air, incl. biogenic carbon",kg CO2 eq.,630.5859263
Wood Waste,Production,Combustion,Human Health Particulate Air,kg PM2.5 eq.,0.037600451
Wood Waste,Production,Combustion,"Human toxicity, cancer (recommended)",CTUh,3.94E-08
Wood Waste,Production,Combustion,"Human toxicity, non-canc. (recommended)",CTUh,3.62E-06
Wood Waste,Production,Combustion,Ozone Depletion Air,kg CFC 11 eq.,4.75E-09
Wood Waste,Production,Combustion,"Resources, Fossil fuels",MJ surplus energy,106.9636355
Wood Waste,Production,Combustion,Smog Air,kg O3 eq.,14.81447201
Wood Waste,Production,Combustion,Ecotoxicity (recommended and interim),CTUe,3213.808799
Wood Waste,Production,Combustion,Ecotoxicity (recommended only),CTUe,0.19463484
Wood Waste,Production,Combustion,"Human toxicity, cancer (recommended and interim)",CTUh,8.00E-06
Wood Waste,Production,Combustion,"Human toxicity, cancer (recommended only)",CTUh,2.54E-09
Wood Waste,Production,Combustion,"Human toxicity, non-canc. (recommended and interim)",CTUh,5.46E-06
Wood Waste,Production,Combustion,"Human toxicity, non-canc. (recommended only)",CTUh,1.15E-10
Wood Waste,Production,Combustion,high characterization factor for unspecified water,m3 world equiv.,112.6817629
Wood Waste,Production,Combustion,low characterization factor for unspecified water,m3 world equiv.,5.590523093
